"country","year","gdp","gdp_per_capita","hcpi","cpi","deflator","gdp_real_per_capita","apc","apc_male","apc_female","rec_apc","rec_apc_sprits","rec_apc_wine","rec_apc_beer","rec_apc_other","unrec_apc","tourist","drinkers_female","drinkers","drinkers_male","abstainers","abstainers_female","abstainers_male","abstainers_12m_male","abstainers_12m","abstainers_12m_female","former_drinkers","former_drinkers_male","former_drinkers_female","consumers_12m_female","consumers_12m","consumers_12m_male","hed","hed_female","hed_male","hed_agestd","hed_agestd_female","hed_agestd_male","ad_12m_female","ad_12m_male","ad_12m","aud_12m","aud_12m_male","aud_12m_female","ahu_12m","ahu_12m_female","ahu_12m_male"
"AFG",2019,18904490262.913,500.522664145294,2.30200004577637,2.30237251516844,6.52147984507825,2065.0361328125,0.01618,0.01618,0.01618,0.01,0.01,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",2018,18418848299.5825,502.056770622973,0.63,0.626149149168811,2.07134857890898,2033.80444335938,0.2,0.2,0.2,0.01,0.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",2017,18896352021.94,530.149830802984,4.976,4.9759515055383,2.40365618844285,2058.40014648438,NA,NA,NA,0.01,0.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",2016,18019558181.9602,520.252064031151,4.38000011444092,4.38389195513914,-2.19752646590604,2057.06787109375,0.2,0.2,0.2,0.01,0.01,0,0,0,0.2,NA,11.5,26.9,30.4,99.1,99.6,98.6,99,99.3,99.7,0.3,0.4,0.1,"0.3","0.7","1",2,0.5,2.3,0,0,0,0.1,0.3,0.2,0.4,0.6,0.1,0.2,0,0.3
"AFG",2015,19998156214.3988,592.476537451681,-0.660000026226044,-0.661709164713696,2.44756300204637,2068.26586914062,0.00874,0.00874,0.00874,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",2014,20550582746.8448,628.146803888496,4.67000007629395,4.67399603536339,0.566944540816536,2102.38452148438,NA,NA,NA,0.01,0.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",2013,20564485419.1684,651.987861948108,7.3899998664856,7.38577178397857,4.82278547931649,2116.46533203125,NA,NA,NA,0.01,0,0,0,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",2012,20203572959.5023,663.141052810937,6.44000005722046,6.44121280934118,7.30175647136595,2075.49169921875,NA,NA,NA,0.01,0,0,0,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",2011,18190410820.6235,621.912310861592,11.8000001907349,11.8041858089129,16.5933467311629,1904.55993652344,NA,NA,NA,0.01,0,0,0,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",2010,15633856787.0425,554.595200222354,2.1800000667572,2.1785375238942,3.81463031709113,1957.02905273438,0.01241,0.01241,0.01241,0.02,0,0,0.01,0.01,0.7,NA,5.97,18.87,25.26,92.5,NA,NA,NA,NA,NA,NA,NA,NA,"2.4","3.7",NA,NA,NA,2.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",2010,15633856787.0425,554.595200222354,2.1800000667572,2.1785375238942,3.81463031709113,1957.02905273438,0.01241,0.01241,0.01241,0.02,0,0,0.01,0.01,0.2,NA,5.97,18.87,25.26,92.5,NA,NA,NA,NA,NA,NA,NA,NA,"2.4","3.7",NA,NA,NA,2.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",2009,12154835707.8987,443.845150536332,-6.80999994277954,-6.81116108898995,-2.16340442783005,1758.90441894531,NA,NA,NA,0.00972,0,0,0.00972,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",2008,10249767311.213,387.849174300047,26.4200000762939,26.4186641547444,2.09628874882868,1484.11450195312,NA,NA,NA,0.02756,0.01809,0.00089,0.00857,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",2007,9715761649.79443,375.078128065393,8.68000030517578,8.68057078513406,22.5277561997899,1460.82580566406,NA,NA,NA,0.01801,0.00202,0.00887,0.00713,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",2006,6971379033.26327,274.000486471348,6.78000020980835,6.78459655001657,7.19975128908025,1315.7890625,NA,NA,NA,0.02618,0.00685,0.00786,0.01147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",2005,6226199249.32211,255.05511997846,10.5690002441406,12.6862687216715,10.9127735539374,1286.79370117188,0.02684,0.02684,0.02684,0.01623,0.00605,0.00084,0.00934,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",2000,NA,NA,0.00100000004749745,NA,NA,NA,0.00277,0.00277,0.00277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1999,NA,NA,14.0100002288818,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1998,NA,NA,14.0100002288818,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1997,NA,NA,14.0100002288818,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1996,NA,NA,14.0100002288818,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1995,NA,NA,14,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1994,NA,NA,20.0100002288818,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1993,NA,NA,33.9900016784668,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1992,NA,NA,58.189998626709,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1991,NA,NA,43.7999992370605,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1990,NA,NA,47.4000015258789,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1989,NA,NA,71.5,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1988,NA,NA,27.5,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1987,NA,NA,18.3999996185303,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1986,NA,NA,-2.09999990463257,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1985,NA,NA,8.69999980926514,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1984,NA,NA,20.3999996185303,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1983,NA,NA,15.8999996185303,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1982,NA,NA,18.2000007629395,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1981,3478787909.09091,311.853617000053,22.2000007629395,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1980,3641723321.99546,291.649791044155,13.3999996185303,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1979,3697940409.61098,284.755531712597,9.89999961853027,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1978,3300000108.88889,255.045622164367,5,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1977,2953333417.77778,232.778698777445,7.65000009536743,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1976,2555555566.66667,205.674096714917,0.600000023841858,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1975,2366666615.55556,194.66903621844,11.8500003814697,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1974,2155555497.77778,181.59877600924,10.2299995422363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1973,1733333264.44444,149.74406846683,-10.6800003051758,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1972,1595555475.55556,141.36532229912,-12.5200004577637,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1971,1831108971.11111,166.224831269243,25.5100002288818,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1970,1748886595.55556,162.642175409527,25.5100002288818,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1969,1408888922.22222,134.250359614672,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1968,1373333366.66667,134.012768293881,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1967,1673333417.77778,167.165674606148,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1966,1399999966.66667,143.103233209791,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1965,1006666637.77778,105.243195716467,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1964,800000044.444444,85.5110734102311,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1963,751111191.111111,82.0217375781519,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1962,546666677.777778,60.9503638210144,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1961,548888895.555556,62.4437034626929,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",2019,15401830754.0773,5396.21586434732,1.41100001335144,1.41109078954248,1.25658995186268,13656.5927734375,5.10935,5.10935,5.10935,4.4,1.43,1.15,1.75,0.08,2.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",2018,15156432309.8977,5287.66369446913,2.03,2.02805963071136,1.47305810274607,13317.0927734375,7.2,7.2,7.2,4.44,1.5,1.12,1.75,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",2017,13019689336.6919,4531.0193737689,1.987,1.98666133171191,1.45106269924993,12770.9638671875,NA,NA,NA,4.39,1.56,1.11,1.64,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",2016,11861199830.8396,4124.05538986272,1.29123377799988,1.2754316836742,-0.632653419095547,12291.859375,7.5,7.5,7.5,4.38,1.61,1.17,1.52,0.08,2.5,NA,6.8,14.5,19.1,25.2,35.9,14,35,49,62.4,23.8,21,26.5,"37.6","51","65",44.7,23.7,57.4,24.6,10.1,39.7,1.4,5.5,3.4,5.9,9.9,2.1,2.6,0.8,4.4
"ALB",2015,11386850129.8411,3952.80253807527,1.91017913818359,1.89617402592367,0.563991350160876,11878.4541015625,5.03752,5.03752,5.03752,4.33,1.68,1.1,1.48,0.08,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",2014,13228147516.1168,4578.63320812155,1.6219470500946,1.62586504402607,1.54991706986272,11586.833984375,NA,NA,NA,4.1,1.74,0.99,1.29,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",2013,12776220507.0162,4413.06200528903,1.93474900722504,1.93762080205227,0.288745964127756,11361.2685546875,NA,NA,NA,4.28,1.79,1.07,1.34,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",2012,12319830437.3467,4247.63004748194,2.02781295776367,2.03159268395298,1.04271460643407,11227.966796875,NA,NA,NA,4.43,1.88,1.12,1.34,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",2011,12890764531.3284,4437.14261222684,3.41467833518982,3.42912324722164,2.31474379699794,11052.7939453125,NA,NA,NA,5.03,1.99,1.08,1.88,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",2010,11926922828.9911,4094.34838574494,3.56525135040283,3.62604695579817,4.49314320031891,10749.4814453125,5.90031,5.90031,5.90031,4.88,1.97,1.08,1.71,0.11,2.1,0.46,7.25,12.98,17.36,NA,31.2,17.5,NA,NA,NA,NA,NA,NA,"46.4",NA,"61.3",NA,NA,18.4,27.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",2010,11926922828.9911,4094.34838574494,3.56525135040283,3.62604695579817,4.49314320031891,10749.4814453125,5.90031,5.90031,5.90031,4.88,1.97,1.08,1.71,0.11,2.2,0.46,7.25,12.98,17.36,NA,31.2,17.5,NA,NA,NA,NA,NA,NA,"46.4",NA,"61.3",NA,NA,18.4,27.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",2009,12044208085.864,4114.13489916342,2.29037523269653,2.2669220945083,2.41833605890835,10313.916015625,NA,NA,NA,5.79202,2.4142,1.056,2.20543,0.11639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",2008,12881353507.8539,4370.5399247769,3.40516996383667,3.32087090389268,4.11708542559394,9912.162109375,NA,NA,NA,5.56237,2.3531,0.972,2.12835,0.10892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",2007,10677324144.4289,3595.03805682893,2.90794849395752,2.93268248162319,4.3867093833438,9150.1298828125,NA,NA,NA,5.46139,2.35419,1.056,1.94369,0.10751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",2006,8896072918.9814,2972.74292399799,2.4102840423584,2.37072831904283,2.47818888688769,8568.5615234375,NA,NA,NA,5.16917,2.2761,0.996,1.7933,0.10377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",2005,8052073539.38058,2673.78658429559,2.35745286941528,2.36658195679796,3.30681814689954,8040.0927734375,5.2974,5.2974,5.2974,4.98452,2.22437,1.02,1.6518,0.08834,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",2004,7184685781.51876,2373.58129170055,2.83008313179016,2.28001916938099,3.15236892537025,7580.138671875,NA,NA,NA,4.42241,2.1419,0.816,1.37617,0.08834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",2003,5611496257.14231,1846.12012081207,2.37792992591858,0.484002611818484,5.19863530307683,7154.00537109375,NA,NA,NA,4.32902,2.21638,0.576,1.4483,0.08834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",2002,4348068242.19512,1425.12421860142,5.18455743789673,7.77052583431551,3.6474762708812,6753.890625,NA,NA,NA,3.95593,2.18461,0.396,1.28697,0.08834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",2001,3922100793.5403,1281.6598256178,3.10465550422668,3.10758827031435,3.81085737408868,6441.44970703125,NA,NA,NA,4.50817,2.12587,0.804,1.48995,0.08834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",2000,3480355258.04122,1126.68334010717,0.0250377114862204,0.0500181363468233,5.6474714679938,5892.59033203125,4.431,4.431,4.431,3.91932,2.07667,0.42,1.33431,0.08834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",1999,3212121650.97755,1033.24253162418,0.402318686246872,0.389437653561606,2.10284998886902,5474.85791015625,NA,NA,NA,2.19,0.59,0.76,0.83,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",1998,2545964540.88383,813.789396580449,20.5516815185547,20.6428588670596,6.73085990507577,4819.07470703125,NA,NA,NA,1.54,0.42,0.62,0.46,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",1997,2258513974.0968,717.380047745673,33.2121887207031,33.1802743753957,11.2396444802125,4400.31884765625,NA,NA,NA,2.22,0.77,0.98,0.48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",1996,3199641335.93751,1009.97727483821,12.7989091873169,12.7254778087102,38.1720581994814,4908.939453125,NA,NA,NA,3.12,1.16,1.37,0.59,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",1995,2392764853.42107,750.604449178826,7.7546067237854,7.79321853789215,9.9706626786687,4471.60791015625,NA,NA,NA,2.87,0.81,1.05,1.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
